"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Suriname","2004","Rural","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2007","58717","62"
"Suriname","2004","Rural","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2007","30305","62"
"Suriname","2004","Rural","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2007","24837","62"
"Suriname","2004","Rural","Both Sexes","Traditional","Census - de jure - complete tabulation","Final figure, complete","2007","12040","62"
"Suriname","2004","Rural","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2007","4475","62"
"Suriname","2004","Rural","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2007","23616","62"
"Suriname","2004","Rural","Both Sexes","None","Census - de jure - complete tabulation","Final figure, complete","2007","9907","62"
"Suriname","2004","Rural","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2007","83549","61,62"
"Suriname","2004","Rural","Male","Christian","Census - de jure - complete tabulation","Final figure, complete","2007","30592","61,62"
"Suriname","2004","Rural","Male","Hindu","Census - de jure - complete tabulation","Final figure, complete","2007","15661","61,62"
"Suriname","2004","Rural","Male","Islam ","Census - de jure - complete tabulation","Final figure, complete","2007","13149","61,62"
"Suriname","2004","Rural","Male","Traditional","Census - de jure - complete tabulation","Final figure, complete","2007","5283","61,62"
"Suriname","2004","Rural","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2007","2235","61,62"
"Suriname","2004","Rural","Male","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2007","12037","61,62"
"Suriname","2004","Rural","Male","None","Census - de jure - complete tabulation","Final figure, complete","2007","4592","61,62"
"Suriname","2004","Rural","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2007","80248","61,62"
"Suriname","2004","Rural","Female","Christian","Census - de jure - complete tabulation","Final figure, complete","2007","28124","61,62"
"Suriname","2004","Rural","Female","Hindu","Census - de jure - complete tabulation","Final figure, complete","2007","14643","61,62"
"Suriname","2004","Rural","Female","Islam ","Census - de jure - complete tabulation","Final figure, complete","2007","11680","61,62"
"Suriname","2004","Rural","Female","Traditional","Census - de jure - complete tabulation","Final figure, complete","2007","6757","61,62"
"Suriname","2004","Rural","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2007","2240","61,62"
"Suriname","2004","Rural","Female","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2007","11490","61,62"
"Suriname","2004","Rural","Female","None","Census - de jure - complete tabulation","Final figure, complete","2007","5314","61,62"
"Switzerland","2011","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2012","6587556","63"
"Switzerland","2011","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2012","320958","63"
"Switzerland","2011","Total","Both Sexes","Judaism","Census - de jure - complete tabulation","Final figure, complete","2012","16763","63"
"Switzerland","2011","Total","Both Sexes","Reformed Churches","Census - de jure - complete tabulation","Final figure, complete","2012","1830143","63"
"Switzerland","2011","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2012","2532217","63"
"Switzerland","2011","Total","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2012","368698","63"
"Switzerland","2011","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2012","80758","63"
"Switzerland","2011","Total","Both Sexes","No Afiliation","Census - de jure - complete tabulation","Final figure, complete","2012","1356795","63"
"Switzerland","2011","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","81224","63"
"Switzerland","2011","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2012","3237894","63"
"Switzerland","2011","Total","Male","Islam ","Census - de jure - complete tabulation","Final figure, complete","2012","172368","63"
"Switzerland","2011","Total","Male","Judaism","Census - de jure - complete tabulation","Final figure, complete","2012","7749","63"
"Switzerland","2011","Total","Male","Reformed Churches","Census - de jure - complete tabulation","Final figure, complete","2012","856349","63"
"Switzerland","2011","Total","Male","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2012","1222756","63"
"Switzerland","2011","Total","Male","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2012","168333","63"
"Switzerland","2011","Total","Male","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2012","36846","63"
"Switzerland","2011","Total","Male","No Afiliation","Census - de jure - complete tabulation","Final figure, complete","2012","735662","63"
"Switzerland","2011","Total","Male","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","37831","63"
"Switzerland","2011","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2012","3349662","63"
"Switzerland","2011","Total","Female","Islam ","Census - de jure - complete tabulation","Final figure, complete","2012","148590","63"
"Switzerland","2011","Total","Female","Judaism","Census - de jure - complete tabulation","Final figure, complete","2012","9014","63"
"Switzerland","2011","Total","Female","Reformed Churches","Census - de jure - complete tabulation","Final figure, complete","2012","973794","63"
"Switzerland","2011","Total","Female","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2012","1309461","63"
"Switzerland","2011","Total","Female","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2012","200365","63"
"Switzerland","2011","Total","Female","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2012","43912","63"
"Switzerland","2011","Total","Female","No Afiliation","Census - de jure - complete tabulation","Final figure, complete","2012","621133","63"
"Switzerland","2011","Total","Female","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","43393","63"
"Switzerland","2011","Urban","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2012","4874935","63"
"Switzerland","2011","Urban","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2012","270681","63"
"Switzerland","2011","Urban","Both Sexes","Judaism","Census - de jure - complete tabulation","Final figure, complete","2012","15854","63"
"Switzerland","2011","Urban","Both Sexes","Reformed Churches","Census - de jure - complete tabulation","Final figure, complete","2012","1281138","63"
"Switzerland","2011","Urban","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2012","1789049","63"
"Switzerland","2011","Urban","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2012","286790","63"
"Switzerland","2011","Urban","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2012","68596","63"
"Switzerland","2011","Urban","Both Sexes","No Afiliation","Census - de jure - complete tabulation","Final figure, complete","2012","1100091","63"
"Switzerland","2011","Urban","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","62735","63"
"Switzerland","2011","Urban","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2379665","63"
"Switzerland","2011","Urban","Male","Islam ","Census - de jure - complete tabulation","Final figure, complete","2012","144854","63"
"Switzerland","2011","Urban","Male","Judaism","Census - de jure - complete tabulation","Final figure, complete","2012","7226","63"
"Switzerland","2011","Urban","Male","Reformed Churches","Census - de jure - complete tabulation","Final figure, complete","2012","593053","63"
"Switzerland","2011","Urban","Male","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2012","853279","63"
"Switzerland","2011","Urban","Male","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2012","129171","63"
"Switzerland","2011","Urban","Male","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2012","31459","63"
